num	请观看视频并简单描述这段视频里的所有声音	你听见了什么声音	你会怎么描述这些声音	这些声音是什么物体/人发出的	这是在什么场景发出的声音	duration	filename	samplerate
47	病房内，仪器在响，女人在打电话，男人拉起窗帘	人声，仪器声，窗帘声	说话的声音，仪器提示音，窗帘拉动的声音	人，窗帘，仪器	病房里，有人打电话，男人拉起了窗帘	10.005963718820862	hospital_3707/47.wav	44100
47	在病房里，有设备声，打电话声，嘈杂声，拉帘子声，对话声	设备声，打电话声，嘈杂声，拉帘子声，对话声	设备响声，病人家属说话声，人群嘈杂声，拉帘子声，医生和病人对话声	设备，病人家属，人群，帘子，医生和病人	在病房里，病人家属打电话，医生和病人谈话	10.005963718820862	hospital_3707/47.wav	44100
47	急诊室里，一个女人打电话打扰了病人，医生拉起了帘子	人声，拉帘子的声音	说话的声音，拉动帘子的声音	黑人女人，医生，病人	急诊室	10.005963718820862	hospital_3707/47.wav	44100
48	手术台上，医生对话，仪器响着	人声，仪器声	说话的声音，仪器提示音	医生，仪器	手术台上，仪器一直提示，医生对话	10.005963718820862	hospital_3707/48.wav	44100
48	在手术室里，有设备响声，对话声	设备响声，对话声	设备响声，医生对话声	设备发出设备响声，医生发出对话声	"在手术室里，医生给病
人做手术"	10.005963718820862	hospital_3707/48.wav	44100
48	手术室里，医生和护士在抢救病人，有生命体征机的警报声和医生的对话	生命体征机的警报声，人声	说话的声音，生命体征机的警报声	医生，生命体征机	手术室	10.005963718820862	hospital_3707/48.wav	44100
49	a	人声	说话的声音	医生	办公室里，医生对另外一个医生说话	10.005963718820862	hospital_3707/49.wav	44100
49	在办公室里，有对话声，说话声	对话声，说话声	医生间的对话声，病人说话声	医生发出对话声，病人发出说话声	在办公室里，医生谈话	10.005963718820862	hospital_3707/49.wav	44100
49	一个女护士和一个女医生关于狗的对话	人声	说话的声音	医生、护士	医生办公室	10.005963718820862	hospital_3707/49.wav	44100
50	手术台内，医生争吵，仪器响动	人声，仪器声	说话的声音，仪器提示音	医生，仪器	手术台上，仪器在响，医生争吵	10.005963718820862	hospital_3707/50.wav	44100
50	在病房里，有对话声，设备响声	对话声，设备响声	医生间的对话声，设备响声	医生发出对话声，设备发出响声	在病房里，医生争吵	10.005963718820862	hospital_3707/50.wav	44100
50	两个医生在因为一个病人的病情争吵	人声	争吵，激烈	医生	病房	10.005963718820862	hospital_3707/50.wav	44100
51	病房内，病人和家属对话，拉开窗帘	人声，窗帘声	说话的声音，拉开窗帘的声音	人，窗帘，仪器	病房内，病人喝家属对话，来人拉开了窗帘	10.005963718820862	hospital_3707/51.wav	44100
51	在病房里，有对话声，拉帘子声	对话声，拉帘子声	家属和病人对话声，拉帘子声	家属和病人发出对话声，帘子发出拉帘子声	在病房里，家属责备病人	10.005963718820862	hospital_3707/51.wav	44100
51	一个女孩住院了，她的家人朋友来探望，有拉帘子的声音和对话声	人声， 拉帘子的声音	说话的声音，拉动帘子的声音	病人，病人家属和朋友	病房	10.005963718820862	hospital_3707/51.wav	44100
52	病房内，仪器一直响着，医生对话	人声，仪器提示声	说话的声音，仪器提示声	人，仪器	病房内，医生对病人说话的时候仪器不停响着	10.005963718820862	hospital_3707/52.wav	44100
52	在病房里，有设备响声，叫声，对话声	设备响声，叫声，对话声	设备响声，病人叫声，医生对话声	设备发出响声，病人发出叫声，医生发出对话声	在病房里，医生抢救病人	10.005963718820862	hospital_3707/52.wav	44100
52	手术室里，医生和护士在抢救病人，有生命体征机的警报声，站起身椅子移动的声音和医生的说话声呢	人声，生命体征机的警报声，椅子碰撞的声音	紧张的对话，生命体征机的警报声，站起身来椅子移动碰撞的声音	医生，生命体征机，椅子	手术室	10.005963718820862	hospital_3707/52.wav	44100
53	病房内，病人和医生对话，仪器一直响着	人声，仪器提示，喘息声	说话的声音，仪器提示的声音，沉重的喘息	人，仪器	病房内，医生对病人鼓励，仪器不断响着	10.005963718820862	hospital_3707/53.wav	44100
53	在病房里，有有设备响声，说话声，对话声	设备响声，说话声，对话声	设备响声，病人说话声，医生对话声	设备发出响声，病人发出说话声，医生发出对话声	在病房里，医生抢救病人	10.005963718820862	hospital_3707/53.wav	44100
53	病房里，医生抢救病人，有病人痛苦的呼声，医生的说话声和机器的警报声	人声，生命体征机的警报声	痛苦的呼声，说话的声音，生命体征机的警报声	医生，病人，生命体征机，呼吸机	病房	10.005963718820862	hospital_3707/53.wav	44100
54	病房内，医生和护士对话，仪器响着	人声，仪器	说话的声音，仪器	人，仪器	病房内，医生对护士说话，仪器在响着	10.005963718820862	hospital_3707/54.wav	44100
54	在病房里，有人的哭声，笑声，对话声	哭声，笑声，对话声	病人间的哭声，笑声，医生间的对话声	病人发出哭声，笑声，医生发出对话声	在病房里，医生对话	10.005963718820862	hospital_3707/54.wav	44100
54	病房里，两个医生的交谈声和一个女人看到受伤病人的感叹声	人声，脚步声	说话的声音，感叹声	医生，病人，家属	病房	10.005963718820862	hospital_3707/54.wav	44100
55	医院走廊，两个医生对话	人声	说话的声音	人	医院走廊里，一个医生对另外一个医生说话	10.005963718820862	hospital_3707/55.wav	44100
55	在长椅上，有人的说话声	说话声	医生的说话声	医生发出说话声	在长椅上，医生谈话 	10.005963718820862	hospital_3707/55.wav	44100
55	医院走廊的地上，两个医生坐着靠着墙谈话	人声	说话的声音	医生	医院走廊 	10.005963718820862	hospital_3707/55.wav	44100
56	医院走廊，关门声，病人说话的声音，电话提示音	人声，关门声，铃声	说话的声音，电话铃声，关门声	人，电话，门	医院走廊里，病人对医生说话，有关门声，随后有电话铃声响起	10.005963718820862	hospital_3707/56.wav	44100
56	在医院，病人家属和医生对话，手机响声	对话声，手机响声	病人家属和医生对话，手机响声	病人家属和医生发出对话声，手机发出响声	在医院病人家属和医生道别	10.005963718820862	hospital_3707/56.wav	44100
56	两个女人在医院走廊大声说话，一个女人和医生们告别，有说话的声音，碰撞声，电话声	人声，电话声，碰撞声	说话的声音，电话响起的声音，碰撞的声音	医生，家属，电话，病床	医院走廊、前台	10.005963718820862	hospital_3707/56.wav	44100
57	医院，医生给一个孩子检查脸部的对话	人声，走动声	说话的声音，走动的声音	人，鞋	医院里，医生给一个孩子检查所发出的交谈	10.005963718820862	hospital_3707/57.wav	44100
57	在办公室，有医生的说话声	说话声	医生的说话声	医生发出说话声	在办公室，医生给小孩看病	10.005963718820862	hospital_3707/57.wav	44100
57	医生给一个小男孩做检查，有说话的声音	人声	说话的声音	医生	医生办公室	10.005963718820862	hospital_3707/57.wav	44100
58	医院里，几个医生对话，一个医生在哭泣	人声，走动声，哭声	说话的声音，哭声，走动的声音	人，鞋	医院里，一个医生在哭，另外的医生对话且安慰她	10.005963718820862	hospital_3707/58.wav	44100
58	在办公室，有医生的对话声和医生的哭声	对话声，哭声	医生间的对话声，医生的哭声	医生发出说话声和哭声	在办公室里，医生对话	10.005963718820862	hospital_3707/58.wav	44100
58	医生办公室里，有一个年轻的女医生在哭，别的人在安慰她，有哭声，脚步声和说话的声音	人声，脚步声，哭声	说话的声音，哭声，脚步声	医生	医生办公室	10.005963718820862	hospital_3707/58.wav	44100
59	医院里，病人和医生对话，仪器响着	人声，仪器声	说话的声音，仪器提示音	人，仪器	医院里，病人和医生对话，仪器在响着	10.005963718820862	hospital_3707/59.wav	44100
59	在病房里，有背景音乐，医生和病人的对话声	背景音乐，对话声	背景音乐，医生和病人的对话声	电脑发出背景音乐，医生和病人发出对话声	在病房里，医生给病人看病	10.005963718820862	hospital_3707/59.wav	44100
59	病房里，医生和两个病人交谈。有说话的声音	人声	说话的声音	医生，病人	病房	10.005963718820862	hospital_3707/59.wav	44100
60	医院内，一个男子抽泣，水声	人声，水声	抽泣的声音，挤毛巾的水声	人，水，毛巾	医院里，男子哭泣玩去挤毛巾	10.005963718820862	hospital_3707/60.wav	44100
60	在病房里，有家属哭声，洗帕子声，人的说话声	哭声，洗帕子声，说话声	病人家属的哭声，洗帕子声，其他人的说话声	病人家属，帕子，其他人	在病房里，病人洗帕子	10.005963718820862	hospital_3707/60.wav	44100
60	病房里，一个男人抹了眼泪，蹲在绞干毛巾。有哭泣声，水声，病人的呓语	人声，水声	哭泣声，水声，呓语	家属，病人	病房	10.005963718820862	hospital_3707/60.wav	44100
61	医院内，几个医生交谈，医生将笔插进口袋	人声，摩擦声	说话的声音，笔和衣服摩擦的声音	人，衣服，笔	医院里，几个医生交谈，笔在衣服上摩擦	10.005963718820862	hospital_3707/61.wav	44100
61	在办公室里，有医生对话声，背景音乐	对话声，背景音乐	医生的对话声，背景音乐	医生发出对话声，电脑发出背景音乐	在办公室里，医生谈论病人情况	10.005963718820862	hospital_3707/61.wav	44100
61	医生办公室里，几个医生讨论病人病情	人声	说话的声音	医生	医生办公室	10.005963718820862	hospital_3707/61.wav	44100
62	医院内，仪器不断响着，一个病人安慰小朋友	人声，仪器声	说话的声音，仪器提示音	人，仪器	病床上，一个病人安慰着小朋友，仪器不断响着	10.005963718820862	hospital_3707/62.wav	44100
